country,ISO_A3,date,spei
Sierra Leone,SLE,2022-04-16,-0.22521372
Slovakia,SVK,2022-04-16,-1.4293255
Slovenia,SVN,2022-04-16,-1.3943439
Solomon Islands,SLB,2022-04-16,-0.00087223406
Somalia,SOM,2022-04-16,0.928995
Somaliland,-99,2022-04-16,-0.6989691
South Africa,ZAF,2022-04-16,0.46592987
South Georgia and the Islands,SGS,2022-04-16,-0.7521018
South Korea,KOR,2022-04-16,-0.92885417
South Sudan,SSD,2022-04-16,-0.03425946
Spain,ESP,2022-04-16,0.14987805
Sri Lanka,LKA,2022-04-16,1.0728854
Sudan,SDN,2022-04-16,0.07561807
Suriname,SUR,2022-04-16,1.0800481
Sweden,SWE,2022-04-16,-0.08325718
Switzerland,CHE,2022-04-16,-0.96968246
Syria,SYR,2022-04-16,-0.93128204
Taiwan,TWN,2022-04-16,-0.08569174
Tajikistan,TJK,2022-04-16,-0.13040845
Thailand,THA,2022-04-16,1.654601
The Bahamas,BHS,2022-04-16,-0.13778721
Togo,TGO,2022-04-16,-0.55280447
Trinidad and Tobago,TTO,2022-04-16,1.45268
Tunisia,TUN,2022-04-16,-1.001814
Turkey,TUR,2022-04-16,-0.6442084
Turkmenistan,TKM,2022-04-16,-1.1206557
Uganda,UGA,2022-04-16,-0.064988576
Ukraine,UKR,2022-04-16,-0.66372615
United Arab Emirates,ARE,2022-04-16,-1.3668146
United Kingdom,GBR,2022-04-16,-0.064026356
United Republic of Tanzania,TZA,2022-04-16,0.04970331
United States Virgin Islands,VIR,2022-04-16,0.77331954
United States of America,USA,2022-04-16,-0.06096083
Uruguay,URY,2022-04-16,0.27042428
Uzbekistan,UZB,2022-04-16,-0.9205372
Vanuatu,VUT,2022-04-16,0.013381009
Venezuela,VEN,2022-04-16,0.37377152
Vietnam,VNM,2022-04-16,1.1348596
Western Sahara,ESH,2022-04-16,-0.4886415
Yemen,YEM,2022-04-16,-0.07014954
Zambia,ZMB,2022-04-16,0.069721565
Zimbabwe,ZWE,2022-04-16,-0.15902717
eSwatini,SWZ,2022-04-16,-0.091282204
Afghanistan,AFG,2022-05-16,-1.35981
Aland,ALA,2022-05-16,-0.8592596
Albania,ALB,2022-05-16,-1.3648405
Algeria,DZA,2022-05-16,-0.62245417
Angola,AGO,2022-05-16,0.1273245
Antarctica,ATA,2022-05-16,
Argentina,ARG,2022-05-16,-0.46061295
Armenia,ARM,2022-05-16,-0.010686294
Australia,AUS,2022-05-16,0.01935253
Austria,AUT,2022-05-16,-1.5278455
Azerbaijan,AZE,2022-05-16,0.5152168
Bangladesh,BGD,2022-05-16,-0.1763021
Belarus,BLR,2022-05-16,-0.5283405
Belgium,BEL,2022-05-16,-1.8647063
Belize,BLZ,2022-05-16,1.7868515
Benin,BEN,2022-05-16,-0.5031973
Bhutan,BTN,2022-05-16,0.6152623
Bolivia,BOL,2022-05-16,-1.0904454
Bosnia and Herzegovina,BIH,2022-05-16,-1.6903007
Botswana,BWA,2022-05-16,0.49366933
Brazil,BRA,2022-05-16,-0.31867284
Brunei,BRN,2022-05-16,1.5218451
Bulgaria,BGR,2022-05-16,-1.5548491
Burkina Faso,BFA,2022-05-16,-0.722362
Burundi,BDI,2022-05-16,-0.59392226
Cabo Verde,CPV,2022-05-16,-0.45989427
Cambodia,KHM,2022-05-16,1.0546771
Cameroon,CMR,2022-05-16,-0.23710907
Canada,CAN,2022-05-16,0.112809524
Cayman Islands,CYM,2022-05-16,
Central African Republic,CAF,2022-05-16,-0.024883285
Chad,TCD,2022-05-16,-0.082145065
Chile,CHL,2022-05-16,-0.2608366
China,CHN,2022-05-16,-0.5928536
Colombia,COL,2022-05-16,0.46283385
Comoros,COM,2022-05-16,1.0140983
Costa Rica,CRI,2022-05-16,0.61029553
Croatia,HRV,2022-05-16,-1.6323673
Cuba,CUB,2022-05-16,0.09331385
Cyprus,CYP,2022-05-16,-0.20799004
Czechia,CZE,2022-05-16,-1.8422645
Democratic Republic of the Congo,COD,2022-05-16,0.053497694
Denmark,DNK,2022-05-16,-1.700714
Djibouti,DJI,2022-05-16,-0.97358066
Dominican Republic,DOM,2022-05-16,0.20334505
East Timor,TLS,2022-05-16,-0.7429204
Ecuador,ECU,2022-05-16,0.14731899
Egypt,EGY,2022-05-16,-0.4467092
El Salvador,SLV,2022-05-16,0.24595554
Equatorial Guinea,GNQ,2022-05-16,-0.3842091
Eritrea,ERI,2022-05-16,-0.7532002
Estonia,EST,2022-05-16,-1.1767337
Ethiopia,ETH,2022-05-16,-0.23708062
Falkland Islands,FLK,2022-05-16,0.733973
Faroe Islands,FRO,2022-05-16,-0.30183724
Fiji,FJI,2022-05-16,0.86934155
Finland,FIN,2022-05-16,-0.5388567
France,-99,2022-05-16,-1.3761699
French Polynesia,PYF,2022-05-16,-0.76410675
French Southern and Antarctic Lands,ATF,2022-05-16,-1.0734409
Gabon,GAB,2022-05-16,-0.49275166
Gambia,GMB,2022-05-16,-0.19306895
Georgia,GEO,2022-05-16,0.45622218
Germany,DEU,2022-05-16,-1.7135949
Ghana,GHA,2022-05-16,-0.33909848
Greece,GRC,2022-05-16,-1.5477536
Greenland,GRL,2022-05-16,0.24946684
Guatemala,GTM,2022-05-16,1.4275304
Guinea,GIN,2022-05-16,0.45767182
Guinea-Bissau,GNB,2022-05-16,0.6032961
Guyana,GUY,2022-05-16,1.1933609
Haiti,HTI,2022-05-16,0.73019475
Honduras,HND,2022-05-16,0.94711035
Hungary,HUN,2022-05-16,-1.672583
Iceland,ISL,2022-05-16,1.6056536
India,IND,2022-05-16,-0.3752295
Indonesia,IDN,2022-05-16,-0.22989732
Iran,IRN,2022-05-16,-1.2238567
Iraq,IRQ,2022-05-16,-1.0640429
Ireland,IRL,2022-05-16,-0.9731247
Israel,ISR,2022-05-16,-0.14511293
Italy,ITA,2022-05-16,-1.8572145
Ivory Coast,CIV,2022-05-16,-0.2207918
Jamaica,JAM,2022-05-16,1.0140123
Japan,JPN,2022-05-16,-0.8976329
Jordan,JOR,2022-05-16,-0.16774154
Kazakhstan,KAZ,2022-05-16,-0.34289747
Kenya,KEN,2022-05-16,0.7891202
Kiribati,KIR,2022-05-16,
Kosovo,-99,2022-05-16,-1.6308714
Kuwait,KWT,2022-05-16,-1.6544921
Kyrgyzstan,KGZ,2022-05-16,1.380452
Laos,LAO,2022-05-16,1.164243
Latvia,LVA,2022-05-16,-1.0526805
Lebanon,LBN,2022-05-16,-0.2067765
Lesotho,LSO,2022-05-16,1.6443576
Liberia,LBR,2022-05-16,-0.40477493
Libya,LBY,2022-05-16,-0.41625223
Lithuania,LTU,2022-05-16,-0.79949945
Luxembourg,LUX,2022-05-16,-1.723245
Madagascar,MDG,2022-05-16,0.07655061
Malawi,MWI,2022-05-16,0.46870226
Malaysia,MYS,2022-05-16,0.9340427
Mali,MLI,2022-05-16,-0.72071844
Mauritania,MRT,2022-05-16,-0.8086153
Mauritius,MUS,2022-05-16,1.9796188
Mexico,MEX,2022-05-16,-1.390278
Moldova,MDA,2022-05-16,-1.4458096
Mongolia,MNG,2022-05-16,-1.9165255
Montenegro,MNE,2022-05-16,-1.4838142
Morocco,MAR,2022-05-16,-0.6584547
Mozambique,MOZ,2022-05-16,0.70726424
Myanmar,MMR,2022-05-16,0.9272892
Namibia,NAM,2022-05-16,0.13775545
Nepal,NPL,2022-05-16,-0.24388984
Netherlands,NLD,2022-05-16,-1.7226528
New Caledonia,NCL,2022-05-16,0.08234116
New Zealand,NZL,2022-05-16,-0.74017435
Nicaragua,NIC,2022-05-16,1.1295153
Niger,NER,2022-05-16,-0.5836041
Nigeria,NGA,2022-05-16,-0.591195
North Korea,PRK,2022-05-16,-1.2504436
North Macedonia,MKD,2022-05-16,-1.7574737
Northern Cyprus,-99,2022-05-16,-0.16173741
Norway,-99,2022-05-16,-0.04048608
Oman,OMN,2022-05-16,-1.1165745
Pakistan,PAK,2022-05-16,-2.280154
Palestine,PSE,2022-05-16,0.021891654
Panama,PAN,2022-05-16,0.7175167
Papua New Guinea,PNG,2022-05-16,-0.37849554
Paraguay,PRY,2022-05-16,-0.13443424
Peru,PER,2022-05-16,-0.53825426
Philippines,PHL,2022-05-16,1.5856425
Poland,POL,2022-05-16,-1.7619749
Portugal,PRT,2022-05-16,-0.29491785
Puerto Rico,PRI,2022-05-16,-0.43165186
Qatar,QAT,2022-05-16,-1.5095367
Republic of Serbia,SRB,2022-05-16,-1.5754385
Republic of the Congo,COG,2022-05-16,-0.07216306
Romania,ROU,2022-05-16,-1.3800051
Russia,RUS,2022-05-16,-0.26072648
Rwanda,RWA,2022-05-16,-0.54550266
Saint Vincent and the Grenadines,VCT,2022-05-16,-0.44116506
Samoa,WSM,2022-05-16,-1.5545218
Saudi Arabia,SAU,2022-05-16,-1.1648942
Senegal,SEN,2022-05-16,-0.12376129
Siachen Glacier,-99,2022-05-16,-0.43260378
Sierra Leone,SLE,2022-05-16,-0.027272642
Slovakia,SVK,2022-05-16,-1.8275614
Slovenia,SVN,2022-05-16,-1.549556
Solomon Islands,SLB,2022-05-16,0.002725708
Somalia,SOM,2022-05-16,0.4736477
Somaliland,-99,2022-05-16,-0.8268489
South Africa,ZAF,2022-05-16,0.75784206
South Georgia and the Islands,SGS,2022-05-16,-0.70121187
South Korea,KOR,2022-05-16,-1.823555
South Sudan,SSD,2022-05-16,-0.3257912
Spain,ESP,2022-05-16,-0.13203304
Sri Lanka,LKA,2022-05-16,1.2441717
Sudan,SDN,2022-05-16,-0.5245123
Suriname,SUR,2022-05-16,0.664198
Sweden,SWE,2022-05-16,-0.6221818
Switzerland,CHE,2022-05-16,-1.6023417
Syria,SYR,2022-05-16,-0.12863843
Taiwan,TWN,2022-05-16,0.37454224
Tajikistan,TJK,2022-05-16,0.893856
Thailand,THA,2022-05-16,1.4356791
The Bahamas,BHS,2022-05-16,-0.09176871
Togo,TGO,2022-05-16,-0.37673968
Trinidad and Tobago,TTO,2022-05-16,0.06819372
Tunisia,TUN,2022-05-16,-0.95851517
Turkey,TUR,2022-05-16,-0.6823607
Turkmenistan,TKM,2022-05-16,-0.10016163
Uganda,UGA,2022-05-16,-0.6828186
Ukraine,UKR,2022-05-16,-0.83408505
United Arab Emirates,ARE,2022-05-16,-1.4716568
United Kingdom,GBR,2022-05-16,-0.86300457
United Republic of Tanzania,TZA,2022-05-16,-0.72917634
United States Virgin Islands,VIR,2022-05-16,-0.9012969
United States of America,USA,2022-05-16,-0.22873282
Uruguay,URY,2022-05-16,0.1509515
Uzbekistan,UZB,2022-05-16,0.044182688
Vanuatu,VUT,2022-05-16,-0.0033603115
Venezuela,VEN,2022-05-16,0.018278405
Vietnam,VNM,2022-05-16,0.94508004
Western Sahara,ESH,2022-05-16,-0.82015985
Yemen,YEM,2022-05-16,-0.19069053
Zambia,ZMB,2022-05-16,0.24360922
Zimbabwe,ZWE,2022-05-16,0.29028958
eSwatini,SWZ,2022-05-16,1.4837692
Afghanistan,AFG,2022-06-16,-1.4073628
Aland,ALA,2022-06-16,-0.5866616
Albania,ALB,2022-06-16,-1.3851284
Algeria,DZA,2022-06-16,-1.1116109
Angola,AGO,2022-06-16,0.18971997
Antarctica,ATA,2022-06-16,
Argentina,ARG,2022-06-16,-0.79404914
Armenia,ARM,2022-06-16,-0.65023327
Australia,AUS,2022-06-16,0.14195871
Austria,AUT,2022-06-16,-0.98844314
Azerbaijan,AZE,2022-06-16,-0.28806576
Bangladesh,BGD,2022-06-16,-0.5617813
Belarus,BLR,2022-06-16,-0.37838292
Belgium,BEL,2022-06-16,-1.2822473
Belize,BLZ,2022-06-16,1.3812284
Benin,BEN,2022-06-16,0.113705315
Bhutan,BTN,2022-06-16,0.7932926
Bolivia,BOL,2022-06-16,-1.5081615
Bosnia and Herzegovina,BIH,2022-06-16,-1.6762227
Botswana,BWA,2022-06-16,0.42734838
Brazil,BRA,2022-06-16,-0.46779945
Brunei,BRN,2022-06-16,0.950765
Bulgaria,BGR,2022-06-16,-0.9246959
Burkina Faso,BFA,2022-06-16,-0.23379192
Burundi,BDI,2022-06-16,-1.0139848
Cabo Verde,CPV,2022-06-16,-0.52903587
Cambodia,KHM,2022-06-16,-0.16379099
Cameroon,CMR,2022-06-16,0.13721727
Canada,CAN,2022-06-16,-0.24115022
Cayman Islands,CYM,2022-06-16,
Central African Republic,CAF,2022-06-16,0.2276614
Chad,TCD,2022-06-16,-0.27132657
Chile,CHL,2022-06-16,-0.56167096
China,CHN,2022-06-16,-0.30250505
Colombia,COL,2022-06-16,0.9855915
Comoros,COM,2022-06-16,0.8349938
Costa Rica,CRI,2022-06-16,1.2108954
Croatia,HRV,2022-06-16,-1.6928381
Cuba,CUB,2022-06-16,0.50703114
Cyprus,CYP,2022-06-16,-0.8223863
Czechia,CZE,2022-06-16,-1.4513699
Democratic Republic of the Congo,COD,2022-06-16,0.18781778
Denmark,DNK,2022-06-16,-1.1128633
Djibouti,DJI,2022-06-16,-1.4414955
Dominican Republic,DOM,2022-06-16,-0.33038712
East Timor,TLS,2022-06-16,-1.0671257
Ecuador,ECU,2022-06-16,0.68201256
Egypt,EGY,2022-06-16,-1.159102
El Salvador,SLV,2022-06-16,0.18411756
Equatorial Guinea,GNQ,2022-06-16,0.42810678
Eritrea,ERI,2022-06-16,-0.74578124
Estonia,EST,2022-06-16,-0.6014031
Ethiopia,ETH,2022-06-16,0.1588421
Falkland Islands,FLK,2022-06-16,-0.10384427
Faroe Islands,FRO,2022-06-16,-0.29288122
Fiji,FJI,2022-06-16,-0.045495186
Finland,FIN,2022-06-16,-0.40759212
France,-99,2022-06-16,-1.2321367
French Polynesia,PYF,2022-06-16,-0.22146212
French Southern and Antarctic Lands,ATF,2022-06-16,-0.0715857
Gabon,GAB,2022-06-16,1.0652919
Gambia,GMB,2022-06-16,0.8583303
Georgia,GEO,2022-06-16,0.058388248
Germany,DEU,2022-06-16,-1.4509403
Ghana,GHA,2022-06-16,0.06509537
Greece,GRC,2022-06-16,-1.3882998
Greenland,GRL,2022-06-16,0.17683738
Guatemala,GTM,2022-06-16,1.2955058
Guinea,GIN,2022-06-16,0.5967788
Guinea-Bissau,GNB,2022-06-16,0.94676024
Guyana,GUY,2022-06-16,0.65299386
Haiti,HTI,2022-06-16,-0.3196923
Honduras,HND,2022-06-16,0.61211216
Hungary,HUN,2022-06-16,-1.8410151
Iceland,ISL,2022-06-16,0.80197126
India,IND,2022-06-16,0.13072254
Indonesia,IDN,2022-06-16,-0.0035512964
Iran,IRN,2022-06-16,-1.129432
Iraq,IRQ,2022-06-16,-1.5301758
Ireland,IRL,2022-06-16,-0.022404116
Israel,ISR,2022-06-16,-0.7856937
Italy,ITA,2022-06-16,-1.9489021
Ivory Coast,CIV,2022-06-16,0.020843355
Jamaica,JAM,2022-06-16,0.7762865
Japan,JPN,2022-06-16,-0.5924022
Jordan,JOR,2022-06-16,-0.7552368
Kazakhstan,KAZ,2022-06-16,-0.9071431
Kenya,KEN,2022-06-16,1.1406454
Kiribati,KIR,2022-06-16,
Kosovo,-99,2022-06-16,-1.3216046
Kuwait,KWT,2022-06-16,-1.6527332
Kyrgyzstan,KGZ,2022-06-16,-0.1703472
Laos,LAO,2022-06-16,0.2974758
Latvia,LVA,2022-06-16,-0.07623994
Lebanon,LBN,2022-06-16,-1.5021076
Lesotho,LSO,2022-06-16,1.9043249
Liberia,LBR,2022-06-16,-0.21360706
Libya,LBY,2022-06-16,-1.262345
Lithuania,LTU,2022-06-16,0.29013005
Luxembourg,LUX,2022-06-16,-1.2445858
Madagascar,MDG,2022-06-16,-0.32847703
Malawi,MWI,2022-06-16,1.0149152
Malaysia,MYS,2022-06-16,1.3151486
Mali,MLI,2022-06-16,-0.23251763
Mauritania,MRT,2022-06-16,-0.69155586
Mauritius,MUS,2022-06-16,1.5098044
Mexico,MEX,2022-06-16,-0.7153062
Moldova,MDA,2022-06-16,-1.5703727
Mongolia,MNG,2022-06-16,-1.7782491
Montenegro,MNE,2022-06-16,-1.4102364
Morocco,MAR,2022-06-16,-1.0776281
Mozambique,MOZ,2022-06-16,1.225829
Myanmar,MMR,2022-06-16,0.79925925
Namibia,NAM,2022-06-16,-0.5312745
Nepal,NPL,2022-06-16,-0.10555333
Netherlands,NLD,2022-06-16,-0.84523827
New Caledonia,NCL,2022-06-16,-0.208441
New Zealand,NZL,2022-06-16,0.40606958
Nicaragua,NIC,2022-06-16,1.5473974
Niger,NER,2022-06-16,-0.7535652
Nigeria,NGA,2022-06-16,-0.29049757
North Korea,PRK,2022-06-16,0.86793786
North Macedonia,MKD,2022-06-16,-0.97477573
Northern Cyprus,-99,2022-06-16,-1.134038
Norway,-99,2022-06-16,-0.106141955
Oman,OMN,2022-06-16,-0.3987838
Pakistan,PAK,2022-06-16,-0.74380726
Palestine,PSE,2022-06-16,-0.78355485
Panama,PAN,2022-06-16,1.1478527
Papua New Guinea,PNG,2022-06-16,-0.19326904
Paraguay,PRY,2022-06-16,-0.27244768
Peru,PER,2022-06-16,-0.5938469
Philippines,PHL,2022-06-16,1.031222
Poland,POL,2022-06-16,-1.5387777
Portugal,PRT,2022-06-16,-1.4383014
Puerto Rico,PRI,2022-06-16,-1.0415045
Qatar,QAT,2022-06-16,-1.5815357
Republic of Serbia,SRB,2022-06-16,-1.596914
Republic of the Congo,COG,2022-06-16,1.505345
Romania,ROU,2022-06-16,-1.6900166
Russia,RUS,2022-06-16,-0.26161695
Rwanda,RWA,2022-06-16,-0.8559847
Saint Vincent and the Grenadines,VCT,2022-06-16,0.019119482
Samoa,WSM,2022-06-16,-0.96366584
Saudi Arabia,SAU,2022-06-16,-1.5450482
Senegal,SEN,2022-06-16,0.7848416
Siachen Glacier,-99,2022-06-16,0.8828204
Sierra Leone,SLE,2022-06-16,-0.09116339
Slovakia,SVK,2022-06-16,-1.9005023
Slovenia,SVN,2022-06-16,-1.6745838
Solomon Islands,SLB,2022-06-16,0.034936644
Somalia,SOM,2022-06-16,0.36043695
Somaliland,-99,2022-06-16,-1.1031269
South Africa,ZAF,2022-06-16,0.8470983
South Georgia and the Islands,SGS,2022-06-16,-0.94627595
South Korea,KOR,2022-06-16,-1.1934279
South Sudan,SSD,2022-06-16,-0.30381593
Spain,ESP,2022-06-16,-1.5817502
Sri Lanka,LKA,2022-06-16,1.3923665
Sudan,SDN,2022-06-16,-0.6635843
Suriname,SUR,2022-06-16,0.24924913
Sweden,SWE,2022-06-16,-0.48166016
Switzerland,CHE,2022-06-16,-1.2105515
Syria,SYR,2022-06-16,-1.1062015
Taiwan,TWN,2022-06-16,0.3979901
Tajikistan,TJK,2022-06-16,-0.010979467
Thailand,THA,2022-06-16,0.74247885
The Bahamas,BHS,2022-06-16,0.5064158
Togo,TGO,2022-06-16,0.19532898
Trinidad and Tobago,TTO,2022-06-16,1.0471861
Tunisia,TUN,2022-06-16,-1.756524
Turkey,TUR,2022-06-16,-0.5513494
Turkmenistan,TKM,2022-06-16,-0.8337477
Uganda,UGA,2022-06-16,-0.36103174
Ukraine,UKR,2022-06-16,-0.97066724
United Arab Emirates,ARE,2022-06-16,-1.1996325
United Kingdom,GBR,2022-06-16,-0.6733298
United Republic of Tanzania,TZA,2022-06-16,-0.54017895
United States Virgin Islands,VIR,2022-06-16,-1.2364408
United States of America,USA,2022-06-16,-0.57125384
Uruguay,URY,2022-06-16,-0.5418944
Uzbekistan,UZB,2022-06-16,-0.78623646
Vanuatu,VUT,2022-06-16,0.036318902
Venezuela,VEN,2022-06-16,0.27088875
Vietnam,VNM,2022-06-16,0.6988303
Western Sahara,ESH,2022-06-16,-1.1750336
Yemen,YEM,2022-06-16,-0.24765044
Zambia,ZMB,2022-06-16,0.5467478
Zimbabwe,ZWE,2022-06-16,0.9599146
eSwatini,SWZ,2022-06-16,2.223289
Afghanistan,AFG,2022-07-16,-0.32871103
Aland,ALA,2022-07-16,-0.3394015
Albania,ALB,2022-07-16,-1.4980475
Algeria,DZA,2022-07-16,-1.4065824
Angola,AGO,2022-07-16,-0.109165125
Antarctica,ATA,2022-07-16,
Argentina,ARG,2022-07-16,-1.02579
Armenia,ARM,2022-07-16,-0.6115132
Australia,AUS,2022-07-16,0.07708339
Austria,AUT,2022-07-16,-1.6506858
Azerbaijan,AZE,2022-07-16,0.14462571
Bangladesh,BGD,2022-07-16,-1.5953009
Belarus,BLR,2022-07-16,-0.6621103
Belgium,BEL,2022-07-16,-1.9977127
Belize,BLZ,2022-07-16,0.7448953
Benin,BEN,2022-07-16,-0.15872046
Bhutan,BTN,2022-07-16,-0.7503582
Bolivia,BOL,2022-07-16,-1.218589
Bosnia and Herzegovina,BIH,2022-07-16,-2.1613314
Botswana,BWA,2022-07-16,-0.26264957
Brazil,BRA,2022-07-16,-0.59711665
Brunei,BRN,2022-07-16,0.45831746
Bulgaria,BGR,2022-07-16,-1.1521134
Burkina Faso,BFA,2022-07-16,0.11363578
Burundi,BDI,2022-07-16,-1.2058842
Cabo Verde,CPV,2022-07-16,-0.12311596
Cambodia,KHM,2022-07-16,0.11884334
Cameroon,CMR,2022-07-16,0.5001783
Canada,CAN,2022-07-16,-0.33627728
Cayman Islands,CYM,2022-07-16,
Central African Republic,CAF,2022-07-16,0.7999892
Chad,TCD,2022-07-16,-0.14942545
Chile,CHL,2022-07-16,-0.4526411
China,CHN,2022-07-16,-0.30483097
Colombia,COL,2022-07-16,0.8822617
Comoros,COM,2022-07-16,1.3158844
Costa Rica,CRI,2022-07-16,0.5914594
Croatia,HRV,2022-07-16,-2.139984
Cuba,CUB,2022-07-16,-0.053025447
Cyprus,CYP,2022-07-16,-0.14723559
Czechia,CZE,2022-07-16,-1.8533167
Democratic Republic of the Congo,COD,2022-07-16,0.14215307
Denmark,DNK,2022-07-16,-1.3708105
Djibouti,DJI,2022-07-16,-1.8254244
Dominican Republic,DOM,2022-07-16,-0.34043792
East Timor,TLS,2022-07-16,-0.3441477
Ecuador,ECU,2022-07-16,0.69000053
Egypt,EGY,2022-07-16,-0.8078412
El Salvador,SLV,2022-07-16,0.0238798
Equatorial Guinea,GNQ,2022-07-16,0.31120858
Eritrea,ERI,2022-07-16,-0.275356
Estonia,EST,2022-07-16,-0.46800777
Ethiopia,ETH,2022-07-16,-0.4166426
Falkland Islands,FLK,2022-07-16,-0.34459987
Faroe Islands,FRO,2022-07-16,-0.05282913
Fiji,FJI,2022-07-16,-0.5215566
Finland,FIN,2022-07-16,0.24386053
France,-99,2022-07-16,-1.7607876
French Polynesia,PYF,2022-07-16,-0.08078926
French Southern and Antarctic Lands,ATF,2022-07-16,0.14154787
Gabon,GAB,2022-07-16,1.2540967
Gambia,GMB,2022-07-16,1.2788067
Georgia,GEO,2022-07-16,-0.059740078
Germany,DEU,2022-07-16,-1.9269768
Ghana,GHA,2022-07-16,-0.0685821
Greece,GRC,2022-07-16,-0.8591884
Greenland,GRL,2022-07-16,0.25596768
Guatemala,GTM,2022-07-16,0.47751316
Guinea,GIN,2022-07-16,0.43175378
Guinea-Bissau,GNB,2022-07-16,0.9334478
Guyana,GUY,2022-07-16,1.150805
Haiti,HTI,2022-07-16,-0.92005885
Honduras,HND,2022-07-16,0.22850887
Hungary,HUN,2022-07-16,-2.3706374
Iceland,ISL,2022-07-16,1.3396834
India,IND,2022-07-16,0.83065826
Indonesia,IDN,2022-07-16,0.38224193
Iran,IRN,2022-07-16,-0.8663156
Iraq,IRQ,2022-07-16,-1.1259515
Ireland,IRL,2022-07-16,-0.82543385
Israel,ISR,2022-07-16,0.09541796
Italy,ITA,2022-07-16,-2.1757264
Ivory Coast,CIV,2022-07-16,0.24510048
Jamaica,JAM,2022-07-16,-0.3700539
Japan,JPN,2022-07-16,0.028026957
Jordan,JOR,2022-07-16,-0.0109067205
Kazakhstan,KAZ,2022-07-16,-0.54812974
Kenya,KEN,2022-07-16,0.55850154
Kiribati,KIR,2022-07-16,
Kosovo,-99,2022-07-16,-1.8123837
Kuwait,KWT,2022-07-16,-1.5248317
Kyrgyzstan,KGZ,2022-07-16,-0.05104475
Laos,LAO,2022-07-16,-0.16853942
Latvia,LVA,2022-07-16,0.09111251
Lebanon,LBN,2022-07-16,-0.24315614
Lesotho,LSO,2022-07-16,0.57514703
Liberia,LBR,2022-07-16,-0.02190765
Libya,LBY,2022-07-16,-1.2885814
Lithuania,LTU,2022-07-16,0.4805066
Luxembourg,LUX,2022-07-16,-2.0409846
Madagascar,MDG,2022-07-16,-0.9727826
Malawi,MWI,2022-07-16,-0.00049522903
Malaysia,MYS,2022-07-16,0.7815734
Mali,MLI,2022-07-16,0.02832587
Mauritania,MRT,2022-07-16,-0.36576533
Mauritius,MUS,2022-07-16,-1.2994545
Mexico,MEX,2022-07-16,-1.0094742
Moldova,MDA,2022-07-16,-1.9923278
Mongolia,MNG,2022-07-16,-1.4745411
Montenegro,MNE,2022-07-16,-2.0019329
Morocco,MAR,2022-07-16,-1.4135461
Mozambique,MOZ,2022-07-16,0.4225828
Myanmar,MMR,2022-07-16,-0.20793657
Namibia,NAM,2022-07-16,-0.7554932
Nepal,NPL,2022-07-16,-0.2329765
Netherlands,NLD,2022-07-16,-1.6871744
New Caledonia,NCL,2022-07-16,0.7184941
New Zealand,NZL,2022-07-16,1.4054723
Nicaragua,NIC,2022-07-16,0.9720442
Niger,NER,2022-07-16,-0.4109479
Nigeria,NGA,2022-07-16,-0.04119424
North Korea,PRK,2022-07-16,1.059302
North Macedonia,MKD,2022-07-16,-1.0493096
Northern Cyprus,-99,2022-07-16,-0.24055731
Norway,-99,2022-07-16,0.39810318
Oman,OMN,2022-07-16,-0.29328766
Pakistan,PAK,2022-07-16,1.7966594
Palestine,PSE,2022-07-16,0.07789857
Panama,PAN,2022-07-16,0.6258471
Papua New Guinea,PNG,2022-07-16,-0.05148806
Paraguay,PRY,2022-07-16,-0.9714072
Peru,PER,2022-07-16,-0.50305986
Philippines,PHL,2022-07-16,0.35886535
Poland,POL,2022-07-16,-1.5597976
Portugal,PRT,2022-07-16,-2.084443
Puerto Rico,PRI,2022-07-16,-0.49597147
Qatar,QAT,2022-07-16,-1.5898699
Republic of Serbia,SRB,2022-07-16,-2.1497705
Republic of the Congo,COG,2022-07-16,1.4594433
Romania,ROU,2022-07-16,-2.2925277
Russia,RUS,2022-07-16,-0.22024195
Rwanda,RWA,2022-07-16,-0.6503949
Saint Vincent and the Grenadines,VCT,2022-07-16,0.28225842
Samoa,WSM,2022-07-16,0.10522864
Saudi Arabia,SAU,2022-07-16,-1.0339503
Senegal,SEN,2022-07-16,0.8827394
Siachen Glacier,-99,2022-07-16,1.5143553
Sierra Leone,SLE,2022-07-16,0.0034704998
Slovakia,SVK,2022-07-16,-2.2300773
Slovenia,SVN,2022-07-16,-2.098351
Solomon Islands,SLB,2022-07-16,0.055094816
Somalia,SOM,2022-07-16,-0.4261156
Somaliland,-99,2022-07-16,-1.4522167
South Africa,ZAF,2022-07-16,0.1972344
South Georgia and the Islands,SGS,2022-07-16,-1.3218113
South Korea,KOR,2022-07-16,-0.9097643
South Sudan,SSD,2022-07-16,-0.10913409
Spain,ESP,2022-07-16,-2.296902
Sri Lanka,LKA,2022-07-16,0.99927384
Sudan,SDN,2022-07-16,-0.12579116
Suriname,SUR,2022-07-16,1.1440353
Sweden,SWE,2022-07-16,0.0057250652
Switzerland,CHE,2022-07-16,-2.095388
Syria,SYR,2022-07-16,0.07123883
Taiwan,TWN,2022-07-16,0.107344404
Tajikistan,TJK,2022-07-16,0.5386774
Thailand,THA,2022-07-16,1.0465363
The Bahamas,BHS,2022-07-16,0.37070355
Togo,TGO,2022-07-16,-0.2168489
Trinidad and Tobago,TTO,2022-07-16,0.81548727
Tunisia,TUN,2022-07-16,-1.9351078
Turkey,TUR,2022-07-16,0.30697128
Turkmenistan,TKM,2022-07-16,-0.31727648
