country,ISO_A3,date,spei
Cabo Verde,CPV,2019-04-16,0.30310446
Cambodia,KHM,2019-04-16,-0.19808765
Cameroon,CMR,2019-04-16,-0.17546996
Canada,CAN,2019-04-16,-0.20842145
Cayman Islands,CYM,2019-04-16,
Central African Republic,CAF,2019-04-16,-0.3556529
Chad,TCD,2019-04-16,-0.88440424
Chile,CHL,2019-04-16,-0.1007794
China,CHN,2019-04-16,-0.753716
Colombia,COL,2019-04-16,-0.3917174
Comoros,COM,2019-04-16,0.009760522
Costa Rica,CRI,2019-04-16,0.3622593
Croatia,HRV,2019-04-16,-1.1425192
Cuba,CUB,2019-04-16,0.0536824
Cyprus,CYP,2019-04-16,0.82427853
Czechia,CZE,2019-04-16,-1.8572505
Democratic Republic of the Congo,COD,2019-04-16,-0.14715447
Denmark,DNK,2019-04-16,-0.33583838
Djibouti,DJI,2019-04-16,-0.1807503
Dominican Republic,DOM,2019-04-16,-0.36661
East Timor,TLS,2019-04-16,-1.9887096
Ecuador,ECU,2019-04-16,0.21522468
Egypt,EGY,2019-04-16,0.12763377
El Salvador,SLV,2019-04-16,-0.6888695
Equatorial Guinea,GNQ,2019-04-16,0.42445076
Eritrea,ERI,2019-04-16,-0.7627932
Estonia,EST,2019-04-16,-1.0085584
Ethiopia,ETH,2019-04-16,0.036303457
Falkland Islands,FLK,2019-04-16,0.43515304
Faroe Islands,FRO,2019-04-16,-0.102332
Fiji,FJI,2019-04-16,-0.03152899
Finland,FIN,2019-04-16,0.3824153
France,-99,2019-04-16,-1.2849857
French Polynesia,PYF,2019-04-16,0.053491082
French Southern and Antarctic Lands,ATF,2019-04-16,1.5130484
Gabon,GAB,2019-04-16,0.21857564
Gambia,GMB,2019-04-16,-0.0046028197
Georgia,GEO,2019-04-16,0.2265504
Germany,DEU,2019-04-16,-1.3457615
Ghana,GHA,2019-04-16,-0.01939842
Greece,GRC,2019-04-16,-0.67198735
Greenland,GRL,2019-04-16,0.119246714
Guatemala,GTM,2019-04-16,-1.0084139
Guinea,GIN,2019-04-16,0.40669027
Guinea-Bissau,GNB,2019-04-16,-0.18253794
Guyana,GUY,2019-04-16,-1.5128418
Haiti,HTI,2019-04-16,-1.1967894
Honduras,HND,2019-04-16,-0.49519002
Hungary,HUN,2019-04-16,-1.8404639
Iceland,ISL,2019-04-16,0.5201673
India,IND,2019-04-16,-0.24271579
Indonesia,IDN,2019-04-16,-0.3864542
Iran,IRN,2019-04-16,1.277201
Iraq,IRQ,2019-04-16,0.8592354
Ireland,IRL,2019-04-16,1.0144067
Israel,ISR,2019-04-16,1.0140634
Italy,ITA,2019-04-16,-1.2212169
Ivory Coast,CIV,2019-04-16,-0.025284842
Jamaica,JAM,2019-04-16,0.4131349
Japan,JPN,2019-04-16,-1.2110718
Jordan,JOR,2019-04-16,1.0642065
Kazakhstan,KAZ,2019-04-16,-0.42945752
Kenya,KEN,2019-04-16,0.55996144
Kiribati,KIR,2019-04-16,
Kosovo,-99,2019-04-16,-1.639514
Kuwait,KWT,2019-04-16,0.10588521
Kyrgyzstan,KGZ,2019-04-16,0.6826799
Laos,LAO,2019-04-16,-1.0256128
Latvia,LVA,2019-04-16,-1.6959068
Lebanon,LBN,2019-04-16,1.1517702
Lesotho,LSO,2019-04-16,0.83126956
Liberia,LBR,2019-04-16,-0.04113333
Libya,LBY,2019-04-16,0.38496068
Lithuania,LTU,2019-04-16,-2.0452268
Luxembourg,LUX,2019-04-16,-0.5583329
Madagascar,MDG,2019-04-16,0.33826625
Malawi,MWI,2019-04-16,1.324824
Malaysia,MYS,2019-04-16,-1.3769717
Mali,MLI,2019-04-16,0.17655404
Mauritania,MRT,2019-04-16,-0.113098584
Mauritius,MUS,2019-04-16,-1.784072
Mexico,MEX,2019-04-16,-0.5538309
Moldova,MDA,2019-04-16,-1.599718
Mongolia,MNG,2019-04-16,-1.6666334
Montenegro,MNE,2019-04-16,-1.4832503
Morocco,MAR,2019-04-16,-1.1882982
Mozambique,MOZ,2019-04-16,0.61086756
Myanmar,MMR,2019-04-16,-0.8862015
Namibia,NAM,2019-04-16,-0.12586293
Nepal,NPL,2019-04-16,0.92106897
Netherlands,NLD,2019-04-16,-0.50858897
New Caledonia,NCL,2019-04-16,0.3877841
New Zealand,NZL,2019-04-16,0.72270685
Nicaragua,NIC,2019-04-16,-0.84660345
Niger,NER,2019-04-16,-0.023008352
Nigeria,NGA,2019-04-16,-0.5347143
North Korea,PRK,2019-04-16,-1.6710972
North Macedonia,MKD,2019-04-16,-1.56419
Northern Cyprus,-99,2019-04-16,1.0255601
Norway,-99,2019-04-16,0.33670995
Oman,OMN,2019-04-16,-0.5906896
Pakistan,PAK,2019-04-16,1.2421991
Palestine,PSE,2019-04-16,0.9864387
Panama,PAN,2019-04-16,-0.4588743
Papua New Guinea,PNG,2019-04-16,0.15693828
Paraguay,PRY,2019-04-16,1.3169261
Peru,PER,2019-04-16,0.017697928
Philippines,PHL,2019-04-16,-0.8868007
Poland,POL,2019-04-16,-1.9434049
Portugal,PRT,2019-04-16,-1.4207039
Puerto Rico,PRI,2019-04-16,-0.39084005
Qatar,QAT,2019-04-16,1.8541485
Republic of Serbia,SRB,2019-04-16,-1.5906447
Republic of the Congo,COG,2019-04-16,-0.21439411
Romania,ROU,2019-04-16,-1.4494097
Russia,RUS,2019-04-16,-0.1459789
Rwanda,RWA,2019-04-16,-2.9745266
Saint Vincent and the Grenadines,VCT,2019-04-16,-1.3446182
Samoa,WSM,2019-04-16,1.0136188
Saudi Arabia,SAU,2019-04-16,0.25792086
Senegal,SEN,2019-04-16,0.09004161
Siachen Glacier,-99,2019-04-16,0.33459347
Sierra Leone,SLE,2019-04-16,0.008615388
Slovakia,SVK,2019-04-16,-1.7881604
Slovenia,SVN,2019-04-16,-0.68840265
Solomon Islands,SLB,2019-04-16,-0.00087223406
Somalia,SOM,2019-04-16,-0.4720305
Somaliland,-99,2019-04-16,-0.1918253
South Africa,ZAF,2019-04-16,-0.50793475
South Georgia and the Islands,SGS,2019-04-16,-0.5185107
South Korea,KOR,2019-04-16,-0.8908161
South Sudan,SSD,2019-04-16,-0.4228242
Spain,ESP,2019-04-16,-1.3364875
Sri Lanka,LKA,2019-04-16,-0.3300726
Sudan,SDN,2019-04-16,-0.58497494
Suriname,SUR,2019-04-16,-1.4166504
Sweden,SWE,2019-04-16,0.20240115
Switzerland,CHE,2019-04-16,-0.98995477
Syria,SYR,2019-04-16,1.3470592
Taiwan,TWN,2019-04-16,0.21977392
Tajikistan,TJK,2019-04-16,0.6396139
Thailand,THA,2019-04-16,-1.3380516
The Bahamas,BHS,2019-04-16,-0.067853875
Togo,TGO,2019-04-16,-0.1374068
Trinidad and Tobago,TTO,2019-04-16,-0.2565789
Tunisia,TUN,2019-04-16,0.34563363
Turkey,TUR,2019-04-16,0.1369722
Turkmenistan,TKM,2019-04-16,1.4648619
Uganda,UGA,2019-04-16,0.11748196
Ukraine,UKR,2019-04-16,-1.6852638
United Arab Emirates,ARE,2019-04-16,0.7970002
United Kingdom,GBR,2019-04-16,-0.18901628
United Republic of Tanzania,TZA,2019-04-16,-0.010629939
United States Virgin Islands,VIR,2019-04-16,-0.5176307
United States of America,USA,2019-04-16,0.8239999
Uruguay,URY,2019-04-16,-0.65546745
Uzbekistan,UZB,2019-04-16,0.4508373
Vanuatu,VUT,2019-04-16,0.027518546
Venezuela,VEN,2019-04-16,-0.46414462
Vietnam,VNM,2019-04-16,-0.1376876
Western Sahara,ESH,2019-04-16,-0.78524417
Yemen,YEM,2019-04-16,-0.41787204
Zambia,ZMB,2019-04-16,0.13193083
Zimbabwe,ZWE,2019-04-16,0.10388845
eSwatini,SWZ,2019-04-16,0.3892866
Afghanistan,AFG,2019-05-16,0.903288
Aland,ALA,2019-05-16,-0.4103405
Albania,ALB,2019-05-16,0.2931752
Algeria,DZA,2019-05-16,-0.7388746
Angola,AGO,2019-05-16,0.11706918
Antarctica,ATA,2019-05-16,
Argentina,ARG,2019-05-16,0.3334605
Armenia,ARM,2019-05-16,-0.09610747
Australia,AUS,2019-05-16,-0.46610346
Austria,AUT,2019-05-16,0.90199846
Azerbaijan,AZE,2019-05-16,-0.28148362
Bangladesh,BGD,2019-05-16,0.014514138
Belarus,BLR,2019-05-16,-1.1599407
Belgium,BEL,2019-05-16,-0.26380697
Belize,BLZ,2019-05-16,-0.41169262
Benin,BEN,2019-05-16,-0.13514158
Bhutan,BTN,2019-05-16,0.12342659
Bolivia,BOL,2019-05-16,-0.52495617
Bosnia and Herzegovina,BIH,2019-05-16,1.1022447
Botswana,BWA,2019-05-16,-0.3920546
Brazil,BRA,2019-05-16,0.15938053
Brunei,BRN,2019-05-16,-1.564087
Bulgaria,BGR,2019-05-16,-0.5681485
Burkina Faso,BFA,2019-05-16,-0.08536396
Burundi,BDI,2019-05-16,-2.0309825
Cabo Verde,CPV,2019-05-16,0.37930438
Cambodia,KHM,2019-05-16,-0.40130287
Cameroon,CMR,2019-05-16,-0.17429166
Canada,CAN,2019-05-16,-0.48840302
Cayman Islands,CYM,2019-05-16,
Central African Republic,CAF,2019-05-16,-0.36218402
Chad,TCD,2019-05-16,-0.52468026
Chile,CHL,2019-05-16,-0.046162177
China,CHN,2019-05-16,-0.56686944
Colombia,COL,2019-05-16,0.008682205
Comoros,COM,2019-05-16,1.141891
Costa Rica,CRI,2019-05-16,1.1053927
Croatia,HRV,2019-05-16,1.0259206
Cuba,CUB,2019-05-16,0.048941858
Cyprus,CYP,2019-05-16,0.5078801
Czechia,CZE,2019-05-16,0.033066522
Democratic Republic of the Congo,COD,2019-05-16,-0.079665415
Denmark,DNK,2019-05-16,0.36469004
Djibouti,DJI,2019-05-16,0.021846816
Dominican Republic,DOM,2019-05-16,-0.04776545
East Timor,TLS,2019-05-16,-1.6370245
Ecuador,ECU,2019-05-16,0.8247212
Egypt,EGY,2019-05-16,-0.2759986
El Salvador,SLV,2019-05-16,-0.39183918
Equatorial Guinea,GNQ,2019-05-16,0.4393447
Eritrea,ERI,2019-05-16,-0.5958621
Estonia,EST,2019-05-16,-0.29241166
Ethiopia,ETH,2019-05-16,0.23437102
Falkland Islands,FLK,2019-05-16,-0.08043559
Faroe Islands,FRO,2019-05-16,-0.33720964
Fiji,FJI,2019-05-16,0.39881226
Finland,FIN,2019-05-16,0.6636586
France,-99,2019-05-16,-0.7492424
French Polynesia,PYF,2019-05-16,-0.25401178
French Southern and Antarctic Lands,ATF,2019-05-16,1.1110919
Gabon,GAB,2019-05-16,0.19161645
Gambia,GMB,2019-05-16,0.07632227
Georgia,GEO,2019-05-16,-0.46212167
Germany,DEU,2019-05-16,-0.31831524
Ghana,GHA,2019-05-16,-0.05858512
Greece,GRC,2019-05-16,-0.49155608
Greenland,GRL,2019-05-16,-0.052129295
Guatemala,GTM,2019-05-16,0.108636096
Guinea,GIN,2019-05-16,0.2472579
Guinea-Bissau,GNB,2019-05-16,0.1307684
Guyana,GUY,2019-05-16,-0.84803164
Haiti,HTI,2019-05-16,0.82162696
Honduras,HND,2019-05-16,-0.6077969
Hungary,HUN,2019-05-16,0.3265254
Iceland,ISL,2019-05-16,-0.21888337
India,IND,2019-05-16,-0.49171236
Indonesia,IDN,2019-05-16,-0.4620285
Iran,IRN,2019-05-16,1.2445346
Iraq,IRQ,2019-05-16,0.6074119
Ireland,IRL,2019-05-16,0.7560346
Israel,ISR,2019-05-16,0.16165261
Italy,ITA,2019-05-16,0.25855318
Ivory Coast,CIV,2019-05-16,-0.18613172
Jamaica,JAM,2019-05-16,0.5241133
Japan,JPN,2019-05-16,-1.6127573
Jordan,JOR,2019-05-16,-0.04902092
Kazakhstan,KAZ,2019-05-16,-0.8097599
Kenya,KEN,2019-05-16,0.41762906
Kiribati,KIR,2019-05-16,
Kosovo,-99,2019-05-16,0.27829167
Kuwait,KWT,2019-05-16,0.19276887
Kyrgyzstan,KGZ,2019-05-16,-0.12165744
Laos,LAO,2019-05-16,-1.1484251
Latvia,LVA,2019-05-16,-0.9725931
Lebanon,LBN,2019-05-16,0.6797156
Lesotho,LSO,2019-05-16,0.6045332
Liberia,LBR,2019-05-16,-0.102466784
Libya,LBY,2019-05-16,0.06674164
Lithuania,LTU,2019-05-16,-1.3005577
Luxembourg,LUX,2019-05-16,0.044913866
Madagascar,MDG,2019-05-16,0.5912939
Malawi,MWI,2019-05-16,1.086643
Malaysia,MYS,2019-05-16,-1.2126362
Mali,MLI,2019-05-16,0.09427881
Mauritania,MRT,2019-05-16,-0.23810276
Mauritius,MUS,2019-05-16,-1.3682191
Mexico,MEX,2019-05-16,-0.42226505
Moldova,MDA,2019-05-16,-0.80704314
Mongolia,MNG,2019-05-16,-1.4892505
Montenegro,MNE,2019-05-16,0.8423229
Morocco,MAR,2019-05-16,-1.1905854
Mozambique,MOZ,2019-05-16,0.75695604
Myanmar,MMR,2019-05-16,-1.3397493
Namibia,NAM,2019-05-16,-0.22526267
Nepal,NPL,2019-05-16,0.102908775
Netherlands,NLD,2019-05-16,-0.1951815
New Caledonia,NCL,2019-05-16,-0.91608053
New Zealand,NZL,2019-05-16,1.1480132
Nicaragua,NIC,2019-05-16,0.13642173
Niger,NER,2019-05-16,0.014046897
Nigeria,NGA,2019-05-16,-0.56340796
North Korea,PRK,2019-05-16,-1.9584236
North Macedonia,MKD,2019-05-16,-0.3803009
Northern Cyprus,-99,2019-05-16,0.33203444
Norway,-99,2019-05-16,0.26482847
Oman,OMN,2019-05-16,-0.7314788
Pakistan,PAK,2019-05-16,1.0781782
Palestine,PSE,2019-05-16,0.34240565
Panama,PAN,2019-05-16,0.44706646
Papua New Guinea,PNG,2019-05-16,0.2672351
Paraguay,PRY,2019-05-16,1.8607128
Peru,PER,2019-05-16,0.062347464
Philippines,PHL,2019-05-16,-0.40083662
Poland,POL,2019-05-16,-0.4377371
Portugal,PRT,2019-05-16,-1.5803558
Puerto Rico,PRI,2019-05-16,-0.7594187
Qatar,QAT,2019-05-16,1.906535
Republic of Serbia,SRB,2019-05-16,0.69439095
Republic of the Congo,COG,2019-05-16,-0.24376935
Romania,ROU,2019-05-16,0.40285033
Russia,RUS,2019-05-16,-0.37251395
Rwanda,RWA,2019-05-16,-1.9160877
Saint Vincent and the Grenadines,VCT,2019-05-16,-1.1594462
Samoa,WSM,2019-05-16,0.36671746
Saudi Arabia,SAU,2019-05-16,0.058919206
Senegal,SEN,2019-05-16,0.1845994
Siachen Glacier,-99,2019-05-16,-0.11075283
Sierra Leone,SLE,2019-05-16,0.01341145
Slovakia,SVK,2019-05-16,0.31643778
Slovenia,SVN,2019-05-16,1.1385081
Solomon Islands,SLB,2019-05-16,0.002725708
Somalia,SOM,2019-05-16,-0.22252019
Somaliland,-99,2019-05-16,0.10075481
South Africa,ZAF,2019-05-16,-0.7009334
South Georgia and the Islands,SGS,2019-05-16,0.16891283
South Korea,KOR,2019-05-16,-1.6717342
South Sudan,SSD,2019-05-16,-0.3171265
Spain,ESP,2019-05-16,-1.3862104
Sri Lanka,LKA,2019-05-16,-1.8628701
Sudan,SDN,2019-05-16,-0.64442337
Suriname,SUR,2019-05-16,-0.8761246
Sweden,SWE,2019-05-16,0.4437344
Switzerland,CHE,2019-05-16,0.27148885
Syria,SYR,2019-05-16,0.7625949
Taiwan,TWN,2019-05-16,0.35725367
Tajikistan,TJK,2019-05-16,0.5784267
Thailand,THA,2019-05-16,-1.2075586
The Bahamas,BHS,2019-05-16,0.22412151
Togo,TGO,2019-05-16,-0.11589249
Trinidad and Tobago,TTO,2019-05-16,-0.977528
Tunisia,TUN,2019-05-16,0.5676849
Turkey,TUR,2019-05-16,-0.24139829
Turkmenistan,TKM,2019-05-16,0.8384344
Uganda,UGA,2019-05-16,0.12767446
Ukraine,UKR,2019-05-16,-0.294584
United Arab Emirates,ARE,2019-05-16,0.58089715
United Kingdom,GBR,2019-05-16,0.09297968
United Republic of Tanzania,TZA,2019-05-16,0.52580297
United States Virgin Islands,VIR,2019-05-16,-1.0579804
United States of America,USA,2019-05-16,0.7364165
Uruguay,URY,2019-05-16,0.09775699
Uzbekistan,UZB,2019-05-16,-0.026223928
Vanuatu,VUT,2019-05-16,0.008577898
Venezuela,VEN,2019-05-16,-0.33753383
Vietnam,VNM,2019-05-16,-0.36875987
Western Sahara,ESH,2019-05-16,-1.2230504
Yemen,YEM,2019-05-16,-0.21132177
Zambia,ZMB,2019-05-16,0.1700552
Zimbabwe,ZWE,2019-05-16,0.22818093
eSwatini,SWZ,2019-05-16,-0.2999305
Afghanistan,AFG,2019-06-16,0.76488924
Aland,ALA,2019-06-16,-1.5549352
Albania,ALB,2019-06-16,1.1068038
Algeria,DZA,2019-06-16,-1.1169595
Angola,AGO,2019-06-16,0.13126524
Antarctica,ATA,2019-06-16,
Argentina,ARG,2019-06-16,0.23479155
Armenia,ARM,2019-06-16,-1.1948647
Australia,AUS,2019-06-16,-0.42287087
Austria,AUT,2019-06-16,-0.13673091
Azerbaijan,AZE,2019-06-16,-1.2500118
Bangladesh,BGD,2019-06-16,-1.3119745
Belarus,BLR,2019-06-16,-1.7484145
Belgium,BEL,2019-06-16,-1.0032673
Belize,BLZ,2019-06-16,-0.61440927
Benin,BEN,2019-06-16,-0.036636703
Bhutan,BTN,2019-06-16,-1.1361831
Bolivia,BOL,2019-06-16,-1.0440158
Bosnia and Herzegovina,BIH,2019-06-16,1.3138211
Botswana,BWA,2019-06-16,-0.27854574
Brazil,BRA,2019-06-16,0.02880949
Brunei,BRN,2019-06-16,-0.2670861
Bulgaria,BGR,2019-06-16,0.071790695
Burkina Faso,BFA,2019-06-16,-0.27052373
Burundi,BDI,2019-06-16,-1.1911416
Cabo Verde,CPV,2019-06-16,0.27106884
Cambodia,KHM,2019-06-16,-0.5119546
Cameroon,CMR,2019-06-16,-0.021880712
Canada,CAN,2019-06-16,-0.14576906
Cayman Islands,CYM,2019-06-16,
Central African Republic,CAF,2019-06-16,-0.06345743
Chad,TCD,2019-06-16,-0.38518634
Chile,CHL,2019-06-16,-0.25469208
China,CHN,2019-06-16,-0.15891193
Colombia,COL,2019-06-16,-0.22693048
Comoros,COM,2019-06-16,1.5814356
Costa Rica,CRI,2019-06-16,1.3124231
Croatia,HRV,2019-06-16,1.0544027
Cuba,CUB,2019-06-16,-0.5933052
Cyprus,CYP,2019-06-16,0.08166964
Czechia,CZE,2019-06-16,-0.9014536
Democratic Republic of the Congo,COD,2019-06-16,0.08112283
Denmark,DNK,2019-06-16,-1.0493944
Djibouti,DJI,2019-06-16,0.38610324
Dominican Republic,DOM,2019-06-16,-0.8937149
East Timor,TLS,2019-06-16,-0.9053225
Ecuador,ECU,2019-06-16,0.35615185
Egypt,EGY,2019-06-16,-1.0481324
El Salvador,SLV,2019-06-16,-1.0455357
Equatorial Guinea,GNQ,2019-06-16,0.07715373
Eritrea,ERI,2019-06-16,-0.09468653
Estonia,EST,2019-06-16,-1.6724081
Ethiopia,ETH,2019-06-16,0.79414976
Falkland Islands,FLK,2019-06-16,-0.39400333
Faroe Islands,FRO,2019-06-16,-0.6979969
Fiji,FJI,2019-06-16,0.63168865
Finland,FIN,2019-06-16,-0.24113548
France,-99,2019-06-16,-0.6189857
French Polynesia,PYF,2019-06-16,-0.4380031
French Southern and Antarctic Lands,ATF,2019-06-16,0.64569527
Gabon,GAB,2019-06-16,0.049459815
Gambia,GMB,2019-06-16,-0.059370585
Georgia,GEO,2019-06-16,-1.1797348
Germany,DEU,2019-06-16,-1.2689617
Ghana,GHA,2019-06-16,-0.09451566
Greece,GRC,2019-06-16,0.66179925
Greenland,GRL,2019-06-16,-0.6358847
Guatemala,GTM,2019-06-16,-0.2078168
Guinea,GIN,2019-06-16,-0.09168282
Guinea-Bissau,GNB,2019-06-16,-0.104052134
Guyana,GUY,2019-06-16,-0.19934326
Haiti,HTI,2019-06-16,0.07488067
Honduras,HND,2019-06-16,-1.2305506
Hungary,HUN,2019-06-16,0.15729316
Iceland,ISL,2019-06-16,-1.3856928
India,IND,2019-06-16,-0.63216007
Indonesia,IDN,2019-06-16,0.056081302
Iran,IRN,2019-06-16,0.5272683
Iraq,IRQ,2019-06-16,-0.56034553
Ireland,IRL,2019-06-16,0.16460636
Israel,ISR,2019-06-16,-0.324713
Italy,ITA,2019-06-16,0.088321775
Ivory Coast,CIV,2019-06-16,-0.14024815
Jamaica,JAM,2019-06-16,-0.10883959
Japan,JPN,2019-06-16,-1.1642962
Jordan,JOR,2019-06-16,-0.6256859
Kazakhstan,KAZ,2019-06-16,-0.46202093
Kenya,KEN,2019-06-16,0.16704449
Kiribati,KIR,2019-06-16,
Kosovo,-99,2019-06-16,1.2300084
Kuwait,KWT,2019-06-16,-0.84509563
Kyrgyzstan,KGZ,2019-06-16,0.31188133
Laos,LAO,2019-06-16,-1.250576
Latvia,LVA,2019-06-16,-1.9934272
Lebanon,LBN,2019-06-16,-0.23012392
Lesotho,LSO,2019-06-16,1.2084283
Liberia,LBR,2019-06-16,-0.02910684
Libya,LBY,2019-06-16,-0.5725206
Lithuania,LTU,2019-06-16,-2.1405485
Luxembourg,LUX,2019-06-16,-0.9776482
Madagascar,MDG,2019-06-16,0.11652515
Malawi,MWI,2019-06-16,0.0837366
Malaysia,MYS,2019-06-16,0.09626964
Mali,MLI,2019-06-16,-0.0425264
Mauritania,MRT,2019-06-16,-0.29705167
Mauritius,MUS,2019-06-16,0.44724163
Mexico,MEX,2019-06-16,-0.56580347
Moldova,MDA,2019-06-16,-0.53651345
Mongolia,MNG,2019-06-16,-0.97591203
Montenegro,MNE,2019-06-16,1.6588049
Morocco,MAR,2019-06-16,-1.0405376
Mozambique,MOZ,2019-06-16,0.49816802
Myanmar,MMR,2019-06-16,-1.5305035
Namibia,NAM,2019-06-16,-0.33326244
Nepal,NPL,2019-06-16,-0.2620171
Netherlands,NLD,2019-06-16,-1.0329374
New Caledonia,NCL,2019-06-16,-0.45607188
New Zealand,NZL,2019-06-16,0.55752933
Nicaragua,NIC,2019-06-16,-0.58576757
Niger,NER,2019-06-16,0.122744545
Nigeria,NGA,2019-06-16,0.0023136025
North Korea,PRK,2019-06-16,-1.3229753
North Macedonia,MKD,2019-06-16,0.57586634
Northern Cyprus,-99,2019-06-16,0.19261014
Norway,-99,2019-06-16,-0.065700606
Oman,OMN,2019-06-16,-1.0702326
Pakistan,PAK,2019-06-16,0.36231604
Palestine,PSE,2019-06-16,-0.297315
Panama,PAN,2019-06-16,0.5874404
Papua New Guinea,PNG,2019-06-16,0.12391931
Paraguay,PRY,2019-06-16,0.6533834
Peru,PER,2019-06-16,0.21708563
Philippines,PHL,2019-06-16,-0.38492748
Poland,POL,2019-06-16,-1.3363631
Portugal,PRT,2019-06-16,-1.1324677
Puerto Rico,PRI,2019-06-16,-0.9082033
Qatar,QAT,2019-06-16,-0.32159084
Republic of Serbia,SRB,2019-06-16,1.2312655
Republic of the Congo,COG,2019-06-16,0.03076581
Romania,ROU,2019-06-16,0.32577482
Russia,RUS,2019-06-16,-0.6649747
Rwanda,RWA,2019-06-16,-0.8037655
Saint Vincent and the Grenadines,VCT,2019-06-16,-1.2940999
Samoa,WSM,2019-06-16,0.19035242
Saudi Arabia,SAU,2019-06-16,-0.6206828
Senegal,SEN,2019-06-16,-0.05447709
Siachen Glacier,-99,2019-06-16,1.1733614
Sierra Leone,SLE,2019-06-16,-0.06226546
Slovakia,SVK,2019-06-16,-0.38181138
Slovenia,SVN,2019-06-16,0.78152746
Solomon Islands,SLB,2019-06-16,0.034936644
Somalia,SOM,2019-06-16,-0.22900757
Somaliland,-99,2019-06-16,0.21115325
South Africa,ZAF,2019-06-16,-0.58506596
South Georgia and the Islands,SGS,2019-06-16,0.08366314
South Korea,KOR,2019-06-16,-1.0161312
South Sudan,SSD,2019-06-16,0.019169655
Spain,ESP,2019-06-16,-1.246883
Sri Lanka,LKA,2019-06-16,-1.5001987
Sudan,SDN,2019-06-16,-0.3373035
Suriname,SUR,2019-06-16,-0.47580895
Sweden,SWE,2019-06-16,-0.058385216
Switzerland,CHE,2019-06-16,-0.3244454
Syria,SYR,2019-06-16,-0.0906269
Taiwan,TWN,2019-06-16,0.10148464
Tajikistan,TJK,2019-06-16,1.4141177
Thailand,THA,2019-06-16,-1.1418093
The Bahamas,BHS,2019-06-16,0.2037638
Togo,TGO,2019-06-16,-0.07873485
Trinidad and Tobago,TTO,2019-06-16,-1.1838872
Tunisia,TUN,2019-06-16,-0.7233723
Turkey,TUR,2019-06-16,0.3430403
Turkmenistan,TKM,2019-06-16,0.6073138
Uganda,UGA,2019-06-16,0.17707996
Ukraine,UKR,2019-06-16,-0.6352065
United Arab Emirates,ARE,2019-06-16,-0.4462964
United Kingdom,GBR,2019-06-16,0.3720433
United Republic of Tanzania,TZA,2019-06-16,0.6910505
United States Virgin Islands,VIR,2019-06-16,-1.2023846
United States of America,USA,2019-06-16,0.43751407
Uruguay,URY,2019-06-16,0.7364236
Uzbekistan,UZB,2019-06-16,0.045052223
Vanuatu,VUT,2019-06-16,0.07585614
Venezuela,VEN,2019-06-16,-0.01752383
Vietnam,VNM,2019-06-16,-0.83882326
Western Sahara,ESH,2019-06-16,-1.1291717
Yemen,YEM,2019-06-16,-0.41417015
Zambia,ZMB,2019-06-16,0.3324576
Zimbabwe,ZWE,2019-06-16,0.0013963272
eSwatini,SWZ,2019-06-16,-1.1406715
Afghanistan,AFG,2019-07-16,-0.41057253
Aland,ALA,2019-07-16,-0.5380595
Albania,ALB,2019-07-16,1.2491119
Algeria,DZA,2019-07-16,-1.083365
Angola,AGO,2019-07-16,-0.08654367
Antarctica,ATA,2019-07-16,
Argentina,ARG,2019-07-16,0.20455673
Armenia,ARM,2019-07-16,-1.6945583
Australia,AUS,2019-07-16,-0.6803636
Austria,AUT,2019-07-16,-0.0014595649
Azerbaijan,AZE,2019-07-16,-1.8059797
Bangladesh,BGD,2019-07-16,-1.1324
Belarus,BLR,2019-07-16,-0.37246016
Belgium,BEL,2019-07-16,-1.029892
Belize,BLZ,2019-07-16,-1.9729513
Benin,BEN,2019-07-16,0.27493635
Bhutan,BTN,2019-07-16,-0.37605545
Bolivia,BOL,2019-07-16,-0.68260556
Bosnia and Herzegovina,BIH,2019-07-16,1.6100751
Botswana,BWA,2019-07-16,-1.8765881
Brazil,BRA,2019-07-16,-0.2301173
Brunei,BRN,2019-07-16,-0.35838154
Bulgaria,BGR,2019-07-16,-0.2465117
Burkina Faso,BFA,2019-07-16,-0.07744583
Burundi,BDI,2019-07-16,0.14867663
Cabo Verde,CPV,2019-07-16,1.8378015
Cambodia,KHM,2019-07-16,-0.6328827
Cameroon,CMR,2019-07-16,0.12240683
Canada,CAN,2019-07-16,-0.09660549
Cayman Islands,CYM,2019-07-16,
Central African Republic,CAF,2019-07-16,0.17073834
Chad,TCD,2019-07-16,-0.13493146
Chile,CHL,2019-07-16,-0.32518724
China,CHN,2019-07-16,0.10194406
Colombia,COL,2019-07-16,-0.53189266
Comoros,COM,2019-07-16,-0.083649404
Costa Rica,CRI,2019-07-16,1.149291
Croatia,HRV,2019-07-16,1.1057045
Cuba,CUB,2019-07-16,-0.47022164
Cyprus,CYP,2019-07-16,-0.43816876
Czechia,CZE,2019-07-16,-0.82201684
Democratic Republic of the Congo,COD,2019-07-16,0.15211312
Denmark,DNK,2019-07-16,-0.33067706
Djibouti,DJI,2019-07-16,0.14093716
Dominican Republic,DOM,2019-07-16,-0.8417629
East Timor,TLS,2019-07-16,-0.3325157
Ecuador,ECU,2019-07-16,0.70776635
Egypt,EGY,2019-07-16,-1.734059
El Salvador,SLV,2019-07-16,-1.115834
Equatorial Guinea,GNQ,2019-07-16,-0.05889735
Eritrea,ERI,2019-07-16,-0.11250553
Estonia,EST,2019-07-16,-0.42681828
